Date Times,Energy
Wed Jan 30 2013 06:30:00 GMT+1030 (Australian Central Daylight Time),0.021555
Wed Jan 30 2013 07:00:00 GMT+1030 (Australian Central Daylight Time),-0.07539
Wed Jan 30 2013 07:30:00 GMT+1030 (Australian Central Daylight Time),0.82155
Wed Jan 30 2013 08:00:00 GMT+1030 (Australian Central Daylight Time),1.4922
Wed Jan 30 2013 08:30:00 GMT+1030 (Australian Central Daylight Time),2.103
Wed Jan 30 2013 09:00:00 GMT+1030 (Australian Central Daylight Time),2.4265
Wed Jan 30 2013 09:30:00 GMT+1030 (Australian Central Daylight Time),2.8424
Wed Jan 30 2013 10:00:00 GMT+1030 (Australian Central Daylight Time),3.2812
Wed Jan 30 2013 10:30:00 GMT+1030 (Australian Central Daylight Time),3.1875
Wed Jan 30 2013 11:00:00 GMT+1030 (Australian Central Daylight Time),2.7713
Wed Jan 30 2013 11:30:00 GMT+1030 (Australian Central Daylight Time),3.4512
Wed Jan 30 2013 12:00:00 GMT+1030 (Australian Central Daylight Time),3.6781
Wed Jan 30 2013 12:30:00 GMT+1030 (Australian Central Daylight Time),2.7823
Wed Jan 30 2013 13:00:00 GMT+1030 (Australian Central Daylight Time),3.9928
Wed Jan 30 2013 13:30:00 GMT+1030 (Australian Central Daylight Time),3.9333
Wed Jan 30 2013 14:00:00 GMT+1030 (Australian Central Daylight Time),3.0598
Wed Jan 30 2013 14:30:00 GMT+1030 (Australian Central Daylight Time),3.0253
Wed Jan 30 2013 15:00:00 GMT+1030 (Australian Central Daylight Time),2.6531
Wed Jan 30 2013 15:30:00 GMT+1030 (Australian Central Daylight Time),2.2255
Wed Jan 30 2013 16:00:00 GMT+1030 (Australian Central Daylight Time),1.7247
Wed Jan 30 2013 16:30:00 GMT+1030 (Australian Central Daylight Time),1.0607
Wed Jan 30 2013 17:00:00 GMT+1030 (Australian Central Daylight Time),0.43389
Wed Jan 30 2013 17:30:00 GMT+1030 (Australian Central Daylight Time),-0.1934
Wed Jan 30 2013 18:00:00 GMT+1030 (Australian Central Daylight Time),-0.87849
Wed Jan 30 2013 18:30:00 GMT+1030 (Australian Central Daylight Time),-0.59505
Wed Jan 30 2013 19:00:00 GMT+1030 (Australian Central Daylight Time),-1.2634
Wed Jan 30 2013 19:30:00 GMT+1030 (Australian Central Daylight Time),-0.724
Wed Jan 30 2013 20:00:00 GMT+1030 (Australian Central Daylight Time),-1.255
Wed Jan 30 2013 20:30:00 GMT+1030 (Australian Central Daylight Time),-1.112
Wed Jan 30 2013 21:00:00 GMT+1030 (Australian Central Daylight Time),-0.641
Wed Jan 30 2013 21:30:00 GMT+1030 (Australian Central Daylight Time),-0.491
Wed Jan 30 2013 22:00:00 GMT+1030 (Australian Central Daylight Time),-0.53
Wed Jan 30 2013 22:30:00 GMT+1030 (Australian Central Daylight Time),-0.477
Wed Jan 30 2013 23:00:00 GMT+1030 (Australian Central Daylight Time),-0.535
Wed Jan 30 2013 23:30:00 GMT+1030 (Australian Central Daylight Time),-0.525
Thu Jan 31 2013 00:00:00 GMT+1030 (Australian Central Daylight Time),-0.444
Thu Jan 31 2013 00:30:00 GMT+1030 (Australian Central Daylight Time),-0.469
Thu Jan 31 2013 01:00:00 GMT+1030 (Australian Central Daylight Time),-0.417
Thu Jan 31 2013 01:30:00 GMT+1030 (Australian Central Daylight Time),-0.454
Thu Jan 31 2013 02:00:00 GMT+1030 (Australian Central Daylight Time),-0.388
Thu Jan 31 2013 02:30:00 GMT+1030 (Australian Central Daylight Time),-0.491
Thu Jan 31 2013 03:00:00 GMT+1030 (Australian Central Daylight Time),-0.436
Thu Jan 31 2013 03:30:00 GMT+1030 (Australian Central Daylight Time),-0.388
Thu Jan 31 2013 04:00:00 GMT+1030 (Australian Central Daylight Time),-0.3
Thu Jan 31 2013 04:30:00 GMT+1030 (Australian Central Daylight Time),-0.452
Thu Jan 31 2013 05:00:00 GMT+1030 (Australian Central Daylight Time),-0.425
Thu Jan 31 2013 05:30:00 GMT+1030 (Australian Central Daylight Time),-0.4234
Thu Jan 31 2013 06:00:00 GMT+1030 (Australian Central Daylight Time),-0.25071
Thu Jan 31 2013 06:30:00 GMT+1030 (Australian Central Daylight Time),-0.10053
Thu Jan 31 2013 07:00:00 GMT+1030 (Australian Central Daylight Time),0.13574
Thu Jan 31 2013 07:30:00 GMT+1030 (Australian Central Daylight Time),0.9493
Thu Jan 31 2013 08:00:00 GMT+1030 (Australian Central Daylight Time),1.5861
Thu Jan 31 2013 08:30:00 GMT+1030 (Australian Central Daylight Time),2.1696
Thu Jan 31 2013 09:00:00 GMT+1030 (Australian Central Daylight Time),2.5336
Thu Jan 31 2013 09:30:00 GMT+1030 (Australian Central Daylight Time),3.0931
Thu Jan 31 2013 10:00:00 GMT+1030 (Australian Central Daylight Time),3.3707
Thu Jan 31 2013 10:30:00 GMT+1030 (Australian Central Daylight Time),3.5773
Thu Jan 31 2013 11:00:00 GMT+1030 (Australian Central Daylight Time),3.6182
Thu Jan 31 2013 11:30:00 GMT+1030 (Australian Central Daylight Time),3.3065
Thu Jan 31 2013 12:00:00 GMT+1030 (Australian Central Daylight Time),3.2411
Thu Jan 31 2013 12:30:00 GMT+1030 (Australian Central Daylight Time),2.2605
Thu Jan 31 2013 13:00:00 GMT+1030 (Australian Central Daylight Time),0.93442
Thu Jan 31 2013 13:30:00 GMT+1030 (Australian Central Daylight Time),0.79689
Thu Jan 31 2013 14:00:00 GMT+1030 (Australian Central Daylight Time),2.3626
Thu Jan 31 2013 14:30:00 GMT+1030 (Australian Central Daylight Time),0.55506
Thu Jan 31 2013 15:00:00 GMT+1030 (Australian Central Daylight Time),1.361
Thu Jan 31 2013 15:30:00 GMT+1030 (Australian Central Daylight Time),1.4614
Thu Jan 31 2013 16:00:00 GMT+1030 (Australian Central Daylight Time),0.58857
Thu Jan 31 2013 16:30:00 GMT+1030 (Australian Central Daylight Time),0.35993
Thu Jan 31 2013 17:00:00 GMT+1030 (Australian Central Daylight Time),-0.21331
Thu Jan 31 2013 17:30:00 GMT+1030 (Australian Central Daylight Time),-0.78062
Thu Jan 31 2013 18:00:00 GMT+1030 (Australian Central Daylight Time),-1.2765
Thu Jan 31 2013 18:30:00 GMT+1030 (Australian Central Daylight Time),-1.8436
Thu Jan 31 2013 19:00:00 GMT+1030 (Australian Central Daylight Time),-0.68143
Thu Jan 31 2013 19:30:00 GMT+1030 (Australian Central Daylight Time),-0.613
Thu Jan 31 2013 20:00:00 GMT+1030 (Australian Central Daylight Time),-0.907
Thu Jan 31 2013 20:30:00 GMT+1030 (Australian Central Daylight Time),-0.842
Thu Jan 31 2013 21:00:00 GMT+1030 (Australian Central Daylight Time),-0.793
Thu Jan 31 2013 21:30:00 GMT+1030 (Australian Central Daylight Time),-0.801
Thu Jan 31 2013 22:00:00 GMT+1030 (Australian Central Daylight Time),-0.656
Thu Jan 31 2013 22:30:00 GMT+1030 (Australian Central Daylight Time),-0.596
Thu Jan 31 2013 23:00:00 GMT+1030 (Australian Central Daylight Time),-0.507
Thu Jan 31 2013 23:30:00 GMT+1030 (Australian Central Daylight Time),-0.47
Fri Feb 01 2013 00:00:00 GMT+1030 (Australian Central Daylight Time),-0.416
Fri Feb 01 2013 00:30:00 GMT+1030 (Australian Central Daylight Time),-0.438
Fri Feb 01 2013 01:00:00 GMT+1030 (Australian Central Daylight Time),-0.417
Fri Feb 01 2013 01:30:00 GMT+1030 (Australian Central Daylight Time),-0.351
Fri Feb 01 2013 02:00:00 GMT+1030 (Australian Central Daylight Time),-0.442
Fri Feb 01 2013 02:30:00 GMT+1030 (Australian Central Daylight Time),-0.407
Fri Feb 01 2013 03:00:00 GMT+1030 (Australian Central Daylight Time),-0.449
Fri Feb 01 2013 03:30:00 GMT+1030 (Australian Central Daylight Time),-0.421
Fri Feb 01 2013 04:00:00 GMT+1030 (Australian Central Daylight Time),-0.323
Fri Feb 01 2013 04:30:00 GMT+1030 (Australian Central Daylight Time),-0.479
Fri Feb 01 2013 05:00:00 GMT+1030 (Australian Central Daylight Time),-0.437
Fri Feb 01 2013 05:30:00 GMT+1030 (Australian Central Daylight Time),-0.42802
Fri Feb 01 2013 06:00:00 GMT+1030 (Australian Central Daylight Time),-0.37309
Fri Feb 01 2013 06:30:00 GMT+1030 (Australian Central Daylight Time),-0.3997
Fri Feb 01 2013 07:00:00 GMT+1030 (Australian Central Daylight Time),0.38258
Fri Feb 01 2013 07:30:00 GMT+1030 (Australian Central Daylight Time),0.22593
Fri Feb 01 2013 08:00:00 GMT+1030 (Australian Central Daylight Time),0.91248
Fri Feb 01 2013 08:30:00 GMT+1030 (Australian Central Daylight Time),1.585
Fri Feb 01 2013 09:00:00 GMT+1030 (Australian Central Daylight Time),2.2482
Fri Feb 01 2013 09:30:00 GMT+1030 (Australian Central Daylight Time),2.5126
Fri Feb 01 2013 10:00:00 GMT+1030 (Australian Central Daylight Time),2.6955
Fri Feb 01 2013 10:30:00 GMT+1030 (Australian Central Daylight Time),2.9186
Fri Feb 01 2013 11:00:00 GMT+1030 (Australian Central Daylight Time),3.1544
Fri Feb 01 2013 11:30:00 GMT+1030 (Australian Central Daylight Time),3.3639
Fri Feb 01 2013 12:00:00 GMT+1030 (Australian Central Daylight Time),3.6213
Fri Feb 01 2013 12:30:00 GMT+1030 (Australian Central Daylight Time),3.8412
Fri Feb 01 2013 13:00:00 GMT+1030 (Australian Central Daylight Time),3.8909
Fri Feb 01 2013 13:30:00 GMT+1030 (Australian Central Daylight Time),3.7883
Fri Feb 01 2013 14:00:00 GMT+1030 (Australian Central Daylight Time),1.1218
Fri Feb 01 2013 14:30:00 GMT+1030 (Australian Central Daylight Time),3.1183
Fri Feb 01 2013 15:00:00 GMT+1030 (Australian Central Daylight Time),2.1291
Fri Feb 01 2013 15:30:00 GMT+1030 (Australian Central Daylight Time),0.95708
Fri Feb 01 2013 16:00:00 GMT+1030 (Australian Central Daylight Time),1.7383
Fri Feb 01 2013 16:30:00 GMT+1030 (Australian Central Daylight Time),0.71988
Fri Feb 01 2013 17:00:00 GMT+1030 (Australian Central Daylight Time),-0.076181
Fri Feb 01 2013 17:30:00 GMT+1030 (Australian Central Daylight Time),-0.38359
Fri Feb 01 2013 18:00:00 GMT+1030 (Australian Central Daylight Time),-0.28492
Fri Feb 01 2013 18:30:00 GMT+1030 (Australian Central Daylight Time),-0.43099
Fri Feb 01 2013 19:00:00 GMT+1030 (Australian Central Daylight Time),-0.32999
Fri Feb 01 2013 19:30:00 GMT+1030 (Australian Central Daylight Time),-0.415
Fri Feb 01 2013 20:00:00 GMT+1030 (Australian Central Daylight Time),-0.329
Fri Feb 01 2013 20:30:00 GMT+1030 (Australian Central Daylight Time),-0.369
Fri Feb 01 2013 21:00:00 GMT+1030 (Australian Central Daylight Time),-0.456
Fri Feb 01 2013 21:30:00 GMT+1030 (Australian Central Daylight Time),-0.579
Fri Feb 01 2013 22:00:00 GMT+1030 (Australian Central Daylight Time),-0.769
Fri Feb 01 2013 22:30:00 GMT+1030 (Australian Central Daylight Time),-0.39
Fri Feb 01 2013 23:00:00 GMT+1030 (Australian Central Daylight Time),-0.364
Fri Feb 01 2013 23:30:00 GMT+1030 (Australian Central Daylight Time),-0.359
Sat Feb 02 2013 00:00:00 GMT+1030 (Australian Central Daylight Time),-0.319
Sat Feb 02 2013 00:30:00 GMT+1030 (Australian Central Daylight Time),-0.31
Sat Feb 02 2013 01:00:00 GMT+1030 (Australian Central Daylight Time),-0.374
Sat Feb 02 2013 01:30:00 GMT+1030 (Australian Central Daylight Time),-0.414
Sat Feb 02 2013 02:00:00 GMT+1030 (Australian Central Daylight Time),-0.381
Sat Feb 02 2013 02:30:00 GMT+1030 (Australian Central Daylight Time),-0.413
Sat Feb 02 2013 03:00:00 GMT+1030 (Australian Central Daylight Time),-0.357
Sat Feb 02 2013 03:30:00 GMT+1030 (Australian Central Daylight Time),-0.395
Sat Feb 02 2013 04:00:00 GMT+1030 (Australian Central Daylight Time),-0.444
Sat Feb 02 2013 04:30:00 GMT+1030 (Australian Central Daylight Time),-0.335
Sat Feb 02 2013 05:00:00 GMT+1030 (Australian Central Daylight Time),-0.316
Sat Feb 02 2013 05:30:00 GMT+1030 (Australian Central Daylight Time),-0.348
Sat Feb 02 2013 06:00:00 GMT+1030 (Australian Central Daylight Time),-0.40982
Sat Feb 02 2013 06:30:00 GMT+1030 (Australian Central Daylight Time),-0.36429
Sat Feb 02 2013 07:00:00 GMT+1030 (Australian Central Daylight Time),-0.28829
Sat Feb 02 2013 07:30:00 GMT+1030 (Australian Central Daylight Time),-0.17198
Sat Feb 02 2013 08:00:00 GMT+1030 (Australian Central Daylight Time),-0.94971
Sat Feb 02 2013 08:30:00 GMT+1030 (Australian Central Daylight Time),-0.80349
Sat Feb 02 2013 09:00:00 GMT+1030 (Australian Central Daylight Time),-0.5666
Sat Feb 02 2013 09:30:00 GMT+1030 (Australian Central Daylight Time),-0.90994
Sat Feb 02 2013 10:00:00 GMT+1030 (Australian Central Daylight Time),-0.44103
Sat Feb 02 2013 10:30:00 GMT+1030 (Australian Central Daylight Time),-0.17683
Sat Feb 02 2013 11:00:00 GMT+1030 (Australian Central Daylight Time),-0.56668
Sat Feb 02 2013 11:30:00 GMT+1030 (Australian Central Daylight Time),-1.148
Sat Feb 02 2013 12:00:00 GMT+1030 (Australian Central Daylight Time),-1.3034
Sat Feb 02 2013 12:30:00 GMT+1030 (Australian Central Daylight Time),-1.1216
Sat Feb 02 2013 13:00:00 GMT+1030 (Australian Central Daylight Time),-1.3508
Sat Feb 02 2013 13:30:00 GMT+1030 (Australian Central Daylight Time),-1.2828
Sat Feb 02 2013 14:00:00 GMT+1030 (Australian Central Daylight Time),-1.1569
Sat Feb 02 2013 14:30:00 GMT+1030 (Australian Central Daylight Time),-0.58945
Sat Feb 02 2013 15:00:00 GMT+1030 (Australian Central Daylight Time),-0.21553
Sat Feb 02 2013 15:30:00 GMT+1030 (Australian Central Daylight Time),-0.17685
Sat Feb 02 2013 16:00:00 GMT+1030 (Australian Central Daylight Time),-1.8477
Sat Feb 02 2013 16:30:00 GMT+1030 (Australian Central Daylight Time),-1.7176
Sat Feb 02 2013 17:00:00 GMT+1030 (Australian Central Daylight Time),-1.3904
Sat Feb 02 2013 17:30:00 GMT+1030 (Australian Central Daylight Time),-1.352
Sat Feb 02 2013 18:00:00 GMT+1030 (Australian Central Daylight Time),-1.0222
Sat Feb 02 2013 18:30:00 GMT+1030 (Australian Central Daylight Time),-1.1965
Sat Feb 02 2013 19:00:00 GMT+1030 (Australian Central Daylight Time),-1.6975
Sat Feb 02 2013 19:30:00 GMT+1030 (Australian Central Daylight Time),-1.368
Sat Feb 02 2013 20:00:00 GMT+1030 (Australian Central Daylight Time),-1.766
Sat Feb 02 2013 20:30:00 GMT+1030 (Australian Central Daylight Time),-1.248
Sat Feb 02 2013 21:00:00 GMT+1030 (Australian Central Daylight Time),-1.018
Sat Feb 02 2013 21:30:00 GMT+1030 (Australian Central Daylight Time),-1.148
Sat Feb 02 2013 22:00:00 GMT+1030 (Australian Central Daylight Time),-1.431
Sat Feb 02 2013 22:30:00 GMT+1030 (Australian Central Daylight Time),-2.233
Sat Feb 02 2013 23:00:00 GMT+1030 (Australian Central Daylight Time),-1.337
Sat Feb 02 2013 23:30:00 GMT+1030 (Australian Central Daylight Time),-0.952
Sun Feb 03 2013 00:00:00 GMT+1030 (Australian Central Daylight Time),-0.936
Sun Feb 03 2013 00:30:00 GMT+1030 (Australian Central Daylight Time),-0.581
Sun Feb 03 2013 01:00:00 GMT+1030 (Australian Central Daylight Time),-0.425
Sun Feb 03 2013 01:30:00 GMT+1030 (Australian Central Daylight Time),-0.451
Sun Feb 03 2013 02:00:00 GMT+1030 (Australian Central Daylight Time),-0.326
Sun Feb 03 2013 02:30:00 GMT+1030 (Australian Central Daylight Time),-0.458
Sun Feb 03 2013 03:00:00 GMT+1030 (Australian Central Daylight Time),-0.374
Sun Feb 03 2013 03:30:00 GMT+1030 (Australian Central Daylight Time),-0.409
Sun Feb 03 2013 04:00:00 GMT+1030 (Australian Central Daylight Time),-0.359
Sun Feb 03 2013 04:30:00 GMT+1030 (Australian Central Daylight Time),-0.4
Sun Feb 03 2013 05:00:00 GMT+1030 (Australian Central Daylight Time),-0.378
Sun Feb 03 2013 05:30:00 GMT+1030 (Australian Central Daylight Time),-0.429
Sun Feb 03 2013 06:00:00 GMT+1030 (Australian Central Daylight Time),-0.32327
Sun Feb 03 2013 06:30:00 GMT+1030 (Australian Central Daylight Time),-0.32342
Sun Feb 03 2013 07:00:00 GMT+1030 (Australian Central Daylight Time),-0.10531
Sun Feb 03 2013 07:30:00 GMT+1030 (Australian Central Daylight Time),-0.18945
Sun Feb 03 2013 08:00:00 GMT+1030 (Australian Central Daylight Time),0.054836
Sun Feb 03 2013 08:30:00 GMT+1030 (Australian Central Daylight Time),-0.097468
Sun Feb 03 2013 09:00:00 GMT+1030 (Australian Central Daylight Time),-0.34735
Sun Feb 03 2013 09:30:00 GMT+1030 (Australian Central Daylight Time),0.061877
Sun Feb 03 2013 10:00:00 GMT+1030 (Australian Central Daylight Time),0.07309
Sun Feb 03 2013 10:30:00 GMT+1030 (Australian Central Daylight Time),0.0043933
Sun Feb 03 2013 11:00:00 GMT+1030 (Australian Central Daylight Time),-0.72218
Sun Feb 03 2013 11:30:00 GMT+1030 (Australian Central Daylight Time),-0.52301
Sun Feb 03 2013 12:00:00 GMT+1030 (Australian Central Daylight Time),0.18261
Sun Feb 03 2013 12:30:00 GMT+1030 (Australian Central Daylight Time),-0.048737
Sun Feb 03 2013 13:00:00 GMT+1030 (Australian Central Daylight Time),0.83802
Sun Feb 03 2013 13:30:00 GMT+1030 (Australian Central Daylight Time),0.50677
Sun Feb 03 2013 14:00:00 GMT+1030 (Australian Central Daylight Time),-0.2269
Sun Feb 03 2013 14:30:00 GMT+1030 (Australian Central Daylight Time),-0.88182
Sun Feb 03 2013 15:00:00 GMT+1030 (Australian Central Daylight Time),-1.5988
Sun Feb 03 2013 15:30:00 GMT+1030 (Australian Central Daylight Time),-0.33738
Sun Feb 03 2013 16:00:00 GMT+1030 (Australian Central Daylight Time),-0.51516
Sun Feb 03 2013 16:30:00 GMT+1030 (Australian Central Daylight Time),-1.5031
Sun Feb 03 2013 17:00:00 GMT+1030 (Australian Central Daylight Time),-0.58671
Sun Feb 03 2013 17:30:00 GMT+1030 (Australian Central Daylight Time),-0.48395
Sun Feb 03 2013 18:00:00 GMT+1030 (Australian Central Daylight Time),-0.68142
Sun Feb 03 2013 18:30:00 GMT+1030 (Australian Central Daylight Time),-0.61195
Sun Feb 03 2013 19:00:00 GMT+1030 (Australian Central Daylight Time),-0.605
Sun Feb 03 2013 19:30:00 GMT+1030 (Australian Central Daylight Time),-0.671
Sun Feb 03 2013 20:00:00 GMT+1030 (Australian Central Daylight Time),-0.835
Sun Feb 03 2013 20:30:00 GMT+1030 (Australian Central Daylight Time),-0.932
Sun Feb 03 2013 21:00:00 GMT+1030 (Australian Central Daylight Time),-1.346
Sun Feb 03 2013 21:30:00 GMT+1030 (Australian Central Daylight Time),-1.318
Sun Feb 03 2013 22:00:00 GMT+1030 (Australian Central Daylight Time),-0.731
Sun Feb 03 2013 22:30:00 GMT+1030 (Australian Central Daylight Time),-1.084
Sun Feb 03 2013 23:00:00 GMT+1030 (Australian Central Daylight Time),-0.565
Sun Feb 03 2013 23:30:00 GMT+1030 (Australian Central Daylight Time),-0.467
Mon Feb 04 2013 00:00:00 GMT+1030 (Australian Central Daylight Time),-0.387
Mon Feb 04 2013 00:30:00 GMT+1030 (Australian Central Daylight Time),-0.419
Mon Feb 04 2013 01:00:00 GMT+1030 (Australian Central Daylight Time),-0.301
Mon Feb 04 2013 01:30:00 GMT+1030 (Australian Central Daylight Time),-0.324
Mon Feb 04 2013 02:00:00 GMT+1030 (Australian Central Daylight Time),-0.365
Mon Feb 04 2013 02:30:00 GMT+1030 (Australian Central Daylight Time),-0.369
Mon Feb 04 2013 03:00:00 GMT+1030 (Australian Central Daylight Time),-0.275
Mon Feb 04 2013 03:30:00 GMT+1030 (Australian Central Daylight Time),-0.359
Mon Feb 04 2013 04:00:00 GMT+1030 (Australian Central Daylight Time),-0.363
Mon Feb 04 2013 04:30:00 GMT+1030 (Australian Central Daylight Time),-0.274
Mon Feb 04 2013 05:00:00 GMT+1030 (Australian Central Daylight Time),-0.373
Mon Feb 04 2013 05:30:00 GMT+1030 (Australian Central Daylight Time),-0.61881
Mon Feb 04 2013 06:00:00 GMT+1030 (Australian Central Daylight Time),-0.31721
Mon Feb 04 2013 06:30:00 GMT+1030 (Australian Central Daylight Time),-0.36362
Mon Feb 04 2013 07:00:00 GMT+1030 (Australian Central Daylight Time),-0.2053
Mon Feb 04 2013 07:30:00 GMT+1030 (Australian Central Daylight Time),0.28806
Mon Feb 04 2013 08:00:00 GMT+1030 (Australian Central Daylight Time),0.87306
Mon Feb 04 2013 08:30:00 GMT+1030 (Australian Central Daylight Time),0.78936
Mon Feb 04 2013 09:00:00 GMT+1030 (Australian Central Daylight Time),0.6963
Mon Feb 04 2013 09:30:00 GMT+1030 (Australian Central Daylight Time),0.33361
Mon Feb 04 2013 10:00:00 GMT+1030 (Australian Central Daylight Time),0.34418
Mon Feb 04 2013 10:30:00 GMT+1030 (Australian Central Daylight Time),0.62229
Mon Feb 04 2013 11:00:00 GMT+1030 (Australian Central Daylight Time),0.1403
Mon Feb 04 2013 11:30:00 GMT+1030 (Australian Central Daylight Time),0.12516
Mon Feb 04 2013 12:00:00 GMT+1030 (Australian Central Daylight Time),0.67067
Mon Feb 04 2013 12:30:00 GMT+1030 (Australian Central Daylight Time),0.87193
Mon Feb 04 2013 13:00:00 GMT+1030 (Australian Central Daylight Time),0.8508
Mon Feb 04 2013 13:30:00 GMT+1030 (Australian Central Daylight Time),0.097284
Mon Feb 04 2013 14:00:00 GMT+1030 (Australian Central Daylight Time),0.76864
Mon Feb 04 2013 14:30:00 GMT+1030 (Australian Central Daylight Time),1.8153
Mon Feb 04 2013 15:00:00 GMT+1030 (Australian Central Daylight Time),0.75536
Mon Feb 04 2013 15:30:00 GMT+1030 (Australian Central Daylight Time),1.1409
Mon Feb 04 2013 16:00:00 GMT+1030 (Australian Central Daylight Time),0.60239
Mon Feb 04 2013 16:30:00 GMT+1030 (Australian Central Daylight Time),0.64569
Mon Feb 04 2013 17:00:00 GMT+1030 (Australian Central Daylight Time),0.087065
Mon Feb 04 2013 17:30:00 GMT+1030 (Australian Central Daylight Time),-0.0016741
Mon Feb 04 2013 18:00:00 GMT+1030 (Australian Central Daylight Time),-0.59522
Mon Feb 04 2013 18:30:00 GMT+1030 (Australian Central Daylight Time),-0.65379
Mon Feb 04 2013 19:00:00 GMT+1030 (Australian Central Daylight Time),-1.092
Mon Feb 04 2013 19:30:00 GMT+1030 (Australian Central Daylight Time),-1.289
Mon Feb 04 2013 20:00:00 GMT+1030 (Australian Central Daylight Time),-0.76
Mon Feb 04 2013 20:30:00 GMT+1030 (Australian Central Daylight Time),-0.997
Mon Feb 04 2013 21:00:00 GMT+1030 (Australian Central Daylight Time),-0.592
Mon Feb 04 2013 21:30:00 GMT+1030 (Australian Central Daylight Time),-0.486
Mon Feb 04 2013 22:00:00 GMT+1030 (Australian Central Daylight Time),-0.42
Mon Feb 04 2013 22:30:00 GMT+1030 (Australian Central Daylight Time),-0.436
Mon Feb 04 2013 23:00:00 GMT+1030 (Australian Central Daylight Time),-0.37
Mon Feb 04 2013 23:30:00 GMT+1030 (Australian Central Daylight Time),-0.389
Tue Feb 05 2013 00:00:00 GMT+1030 (Australian Central Daylight Time),-0.326
Tue Feb 05 2013 00:30:00 GMT+1030 (Australian Central Daylight Time),-0.413
Tue Feb 05 2013 01:00:00 GMT+1030 (Australian Central Daylight Time),-0.36
Tue Feb 05 2013 01:30:00 GMT+1030 (Australian Central Daylight Time),-0.342
Tue Feb 05 2013 02:00:00 GMT+1030 (Australian Central Daylight Time),-0.326
Tue Feb 05 2013 02:30:00 GMT+1030 (Australian Central Daylight Time),-0.336
Tue Feb 05 2013 03:00:00 GMT+1030 (Australian Central Daylight Time),-0.37
Tue Feb 05 2013 03:30:00 GMT+1030 (Australian Central Daylight Time),-0.311
Tue Feb 05 2013 04:00:00 GMT+1030 (Australian Central Daylight Time),-0.378
Tue Feb 05 2013 04:30:00 GMT+1030 (Australian Central Daylight Time),-0.379
Tue Feb 05 2013 05:00:00 GMT+1030 (Australian Central Daylight Time),-0.397
Tue Feb 05 2013 05:30:00 GMT+1030 (Australian Central Daylight Time),-0.2901
Tue Feb 05 2013 06:00:00 GMT+1030 (Australian Central Daylight Time),-0.23594
Tue Feb 05 2013 06:30:00 GMT+1030 (Australian Central Daylight Time),-0.00028789
Tue Feb 05 2013 07:00:00 GMT+1030 (Australian Central Daylight Time),-0.024207
Tue Feb 05 2013 07:30:00 GMT+1030 (Australian Central Daylight Time),0.60085
Tue Feb 05 2013 08:00:00 GMT+1030 (Australian Central Daylight Time),0.26056
Tue Feb 05 2013 08:30:00 GMT+1030 (Australian Central Daylight Time),1.3187
Tue Feb 05 2013 09:00:00 GMT+1030 (Australian Central Daylight Time),1.0889
Tue Feb 05 2013 09:30:00 GMT+1030 (Australian Central Daylight Time),2.1185
Tue Feb 05 2013 10:00:00 GMT+1030 (Australian Central Daylight Time),2.506
Tue Feb 05 2013 10:30:00 GMT+1030 (Australian Central Daylight Time),2.5371
Tue Feb 05 2013 11:00:00 GMT+1030 (Australian Central Daylight Time),2.7666
Tue Feb 05 2013 11:30:00 GMT+1030 (Australian Central Daylight Time),2.632
Tue Feb 05 2013 12:00:00 GMT+1030 (Australian Central Daylight Time),3.3702
Tue Feb 05 2013 12:30:00 GMT+1030 (Australian Central Daylight Time),3.043
Tue Feb 05 2013 13:00:00 GMT+1030 (Australian Central Daylight Time),1.9864
Tue Feb 05 2013 13:30:00 GMT+1030 (Australian Central Daylight Time),2.5007
Tue Feb 05 2013 14:00:00 GMT+1030 (Australian Central Daylight Time),0.99147
Tue Feb 05 2013 14:30:00 GMT+1030 (Australian Central Daylight Time),1.0383
Tue Feb 05 2013 15:00:00 GMT+1030 (Australian Central Daylight Time),0.72928
Tue Feb 05 2013 15:30:00 GMT+1030 (Australian Central Daylight Time),1.4459
Tue Feb 05 2013 16:00:00 GMT+1030 (Australian Central Daylight Time),1.7516
Tue Feb 05 2013 16:30:00 GMT+1030 (Australian Central Daylight Time),1.1427
Tue Feb 05 2013 17:00:00 GMT+1030 (Australian Central Daylight Time),0.55742
Tue Feb 05 2013 17:30:00 GMT+1030 (Australian Central Daylight Time),-0.11132
Tue Feb 05 2013 18:00:00 GMT+1030 (Australian Central Daylight Time),-1.5447
Tue Feb 05 2013 18:30:00 GMT+1030 (Australian Central Daylight Time),-0.58891
Tue Feb 05 2013 19:00:00 GMT+1030 (Australian Central Daylight Time),-0.55627
Tue Feb 05 2013 19:30:00 GMT+1030 (Australian Central Daylight Time),-0.553
Tue Feb 05 2013 20:00:00 GMT+1030 (Australian Central Daylight Time),-0.739
Tue Feb 05 2013 20:30:00 GMT+1030 (Australian Central Daylight Time),-1.141
Tue Feb 05 2013 21:00:00 GMT+1030 (Australian Central Daylight Time),-0.505
Tue Feb 05 2013 21:30:00 GMT+1030 (Australian Central Daylight Time),-0.816
Tue Feb 05 2013 22:00:00 GMT+1030 (Australian Central Daylight Time),-0.513
Tue Feb 05 2013 22:30:00 GMT+1030 (Australian Central Daylight Time),-0.42
Tue Feb 05 2013 23:00:00 GMT+1030 (Australian Central Daylight Time),-0.402
Tue Feb 05 2013 23:30:00 GMT+1030 (Australian Central Daylight Time),-0.394
